#,Event Date,Year ,Species,Name.Current.Sci,Location,County/Region,GPS Lat,GPS Long,GridRef,Record ID,Stranding ID,Observer,Live Stranding
1032,29/12/2012,2012,common dolphin,Delphinus delphis,Carnsore Point,Co. Wexford,52.18,-6.38,T109039,3933,2012_156,Colm Purcell -  Deirdre Slevin, NO
1033,27/12/2012,2012,harbour porpoise,Phocoena phocoena,Cahore Point,Co. Wexford,52.57,-6.2,T220484,3930,2012_154,Justin Byrne -  Julie Robertson, NO
1034,23/12/2012,2012,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Tramore,Co. Waterford,52.16,-7.15,S579008,3928,2012_152,Deirdre Slevin, NO
1035,23/12/2012,2012,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.15,-7.16,S577006,3929,2012_153,Deirdre Slevin, NO
1036,15/12/2012,2012,common dolphin,Delphinus delphis,Dingle Harbour,Co. Kerry,52.14,-10.28,Q442007,3925,2012_150,Nick Massett -  Kevin Flannery, NO
1037,14/12/2012,2012,common dolphin,Delphinus delphis,Bunmahon,Co. Waterford,52.14,-7.36,X436985,3927,2012_151,Bruce Mac Donald -  Elizabeth Murphy, NO
1038,14/12/2012,2012,northern bottlenose whale,Hyperoodon ampullatus,Lackan Bay Nr. Kilcummin,Co. Mayo,54.29,-9.25,G186386,3938,2012_160,Richard Lowe & Micky Burke, NO
1039,13/12/2012,2012,common dolphin,Delphinus delphis,Inch Strand Nr. Power Head,Co. Cork,51.79,-8.18,W876602,3924,2012_149,Philip O'Neil -  Jenny Nagle -  John O'Brien., NO
1040,13/12/2012,2012,harbour porpoise,Phocoena phocoena,Castlerock,Co. Derry,55.17,-6.82,C754363,3926,N.I.2012_,Gary Burrows/NIEA, NO
1041,13/12/2012,2012,harbour porpoise,Phocoena phocoena,Bloody Foreland,Co. Donegal,55.16,-8.28,B819346,3932,2012_157,Gareth Doherty/Selchie Sailing, NO
1042,05/12/2012,2012,common dolphin,Delphinus delphis,Ballybunion,Co. Kerry,52.49,-9.68,Q857391,3923,2012_148,Mark Sidebottom -  Glen Wightman, NO
1043,29/11/2012,2012,harbour porpoise,Phocoena phocoena,Inishcrone,Co. Sligo,54.21,-9.1,G280298,3922,2012_147,Don Cotton -  Jean Dunleavy -  Sligo Co. Co., NO
1044,28/11/2012,2012,harbour porpoise,Phocoena phocoena,Bunmahon,Co. Waterford,52.14,-7.37,X435985,3921,2012_146,Kristian Willen, NO
1045,26/11/2012,2012,minke whale,Balaenoptera acutorostrata,Hook Head,Co. Wexford,52.02,-6.98,X701857,3919,2012_144,Mark Newell/MRCC -  John Manning/Rescue 117 -  Deirdre Slevin -  Karl Grabe., NO
1046,24/11/2012,2012,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Tramore,Co. Waterford,52.157,-7.138,S590009,3918,2012_143,Clare Scott, NO
1047,23/11/2012,2012,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.158,-7.144,S586010,3917,2012_142,Clare Scott -  Lisa O'Sullivan, NO
1048,19/11/2012,2012,common dolphin,Delphinus delphis,Malin Beg,Co. Donegal,54.66,-8.77,G502797,3916,2012_141,Sue Doherty/Donegal Democrat, NO
1049,18/11/2012,2012,striped dolphin,Stenella coeruleoalba,Poulnasherry Bay,Co. Clare,52.67,-9.55,Q949582,3915,2012_140,Simon Berrow -  Frankie and Marie Morris, NO
1050,15/11/2012,2012,harbour porpoise,Phocoena phocoena,Kilmurrin Cove/Trabeg Nr. Dunbrattin Hd.,Co. Waterford,52.14,-7.32,X464985,3914,2012_139,Bruce MacDonald, NO
1051,12/11/2012,2012,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.16,-7.14,S589009,3912,2012_138,Clare Scott -  Lisa O'Sullivan, NO
1052,11/11/2012,2012,striped dolphin,Stenella coeruleoalba,Lahinch,Co. Clare,52.93,-9.35,R090876,3911,2012_137,Jamie Storer -  Ken O'Sullivan -  Ray Murphy -  Geoff Magee -  Geraldine van Loouwen -  Denise Kelly -  Mattie Shannon/Doolin Coastguard., YES
1053,09/11/2012,2012,striped dolphin,Stenella coeruleoalba,Ballybunion,Co. Kerry,52.51,-9.68,Q861415,3910,2012_136,Joanne O'Brien -  Barry O'Donoghue -  Claire Gleeson -  Ann Quille -  Glen Wightman, YES
1054,09/11/2012,2012,harbour porpoise,Phocoena phocoena,Kinsale,Co. Cork,51.69,-8.49,W656491,3920,2012_145,Gema Hernandez Milian -  Catherine O'Connor -  Cian Luck, NO
1055,02/11/2012,2012,minke whale,Balaenoptera acutorostrata,Dursey Island,Co. Cork,51.59,-10.23,V455397,3909,2012_135,Derek Scott, NO
1056,29/10/2012,2012,common dolphin,Delphinus delphis,Bere Island Bantry Bay,Co. Cork,51.63,-9.83,V737439,3908,2012_134,Hugh Barry, NO
1057,25/10/2012,2012,striped dolphin,Stenella coeruleoalba,Clonakilty Bay,Co. Cork,51.59,-8.84,W422382,3907,2012_133,Sandra Hurley, NO
1058,24/10/2012,2012,pilot whale,Globicephala melas,Lettermullen,Co. Galway,53.23,-9.73,L846214,3906,2012_132,Simon Berrow -  Tony O'Callaghan, NO
1059,19/10/2012,2012,harbour porpoise,Phocoena phocoena,Inch Strand Nr. Power Head,Co. Cork,51.79,-8.18,W877603,3905,2012_131,Nicholas Mitchell, NO
1060,02/10/2012,2012,minke whale,Balaenoptera acutorostrata,Arainn Mhor Island,Co. Donegal,54.97,-8.54,B654141,3903,2012_129,Danny Meehan -  Seamus Bonner, NO
1061,30/09/2012,2012,bottlenose dolphin,Tursiops truncatus,Ballymacoda,Co. Cork,51.9,-7.9,X068719,3939,L2012_012,Killian Tighe -  Pat Smiddy, YES
1062,28/09/2012,2012,whale species,whale species,Ballyconnell,Co. Sligo,54.35,-8.68,G561447,3900,2012_128,Don Cotton -  Leo Leyden -  Martina Butler, NO
1063,28/09/2012,2012,common dolphin,Delphinus delphis,Bantry Bay,Co. Cork,51.68,-9.46,V991486,3902,L2012_01,Mary Connolly -  Jennifer Carroll -  Torsten Kiehl -  Clare Heardman, YES
1064,25/09/2012,2012,common or striped dolphin,common or Stenella coeruleoalba,Benone Strand,Co. Derry,55.18,-6.92,C688372,3901,N.I.2012,Patrick Dennison, NO
1065,22/09/2012,2012,pilot whale,Globicephala melas,Gorumna Island,Co. Galway,53.26,-9.64,L905244,3898,2012_126,Adam Moore -  Daniel Walsh -  Aaron Mc Manus., NO
1066,20/09/2012,2012,common dolphin,Delphinus delphis,Bannow,Co. Wexford,52.21,-6.81,S813070,3899,2012_127,Vincent Furlong -  Deirdre Slevin., NO
1067,17/09/2012,2012,bottlenose dolphin,Tursiops truncatus,Waterville,Co. Kerry,51.84,-10.23,V465680,3893,2012_122,Sonia Irwin -  Rosemary Hill -  Caitriona O'Sullivan -  Russell Jackson, NO
1068,17/09/2012,2012,pilot whale,Globicephala melas,Stradbally Strand Brandon Bay,Co. Kerry,52.25,-10.08,Q582132,3894,2012_123,Suzanne Hall -  Nick Massett, NO
1069,17/09/2012,2012,minke whale,Balaenoptera acutorostrata,Dunmore East,Co. Waterford,52.138,-7.05,X650988,3895,2012_124,Hugh Swanton -  Clare Scott, NO
1070,17/09/2012,2012,leatherback turtle,leatherback turtle,Sheep's Head,Co. Cork,51.54,-9.84,,3896,lbt17092,Lisa O'Sullivan, NO
1071,11/09/2012,2012,harbour porpoise,Phocoena phocoena,Sherkin Island,Co. Cork,51.49,-9.41,W018270,3892,2012_121,Susan Murphy Wickens -  Abby Armitage -  Stuart Sheldon -  Matthew Sellwood, NO
1072,08/09/2012,2012,common dolphin,Delphinus delphis,Connigar Dungarvan Bay,Co. Waterford,52.05,-7.57,X293890,3888,2012_117,Andrew Malcolm, YES
1073,08/09/2012,2012,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.16,-7.15,S581009,3891,2012_120,Claire Breen -  Clare Scott., NO
1074,07/09/2012,2012,harbour porpoise,Phocoena phocoena,Fanore,Co. Clare,53.12,-9.29,M137084,3887,2012_116,Conor Ryan -  Vivi Bolin., NO
1075,07/09/2012,2012,Risso's dolphin,Grampus griseus,Coumeenole Beach Slea Head ,Co. Kerry,52.11,-10.46,V312980,3889,2012_118,Nick Massett -  Steven Daly, NO
1076,01/09/2012,2012,whale species,whale species,Inver Bay,Co. Donegal,54.62,-8.34,G778756,3904,2012_130,Fiona Beglane, NO
1077,31/08/2012,2012,common dolphin,Delphinus delphis,Ballyconneely,Co. Galway,53.41,-10.08,L613419,3890,2012_119,Dermot Breen (NPWS), NO
1078,30/08/2012,2012,common dolphin,Delphinus delphis,Maharees,Co. Kerry,52.29,-10.03,Q613174,3885,2012_115,Ray ? -  Paddy O'Dwyer -  Martin Gaethlich -  David Cathcart -  Christian Brene., NO
1079,29/08/2012,2012,harbour porpoise,Phocoena phocoena,Waterville,Co. Kerry,51.83,-10.18,V500662,3883,2012_114,Tom Brosnan -  Joanne O'Brien -  Rosemary Hill., NO
1080,22/08/2012,2012,dolphin species,dolphin species,Barley Cove,Co. Cork,51.46,-9.76,V774246,3886,L2012_01,Mark Grimes, YES
1081,19/08/2012,2012,common dolphin,Delphinus delphis,Ballysadare Bay,Co. Sligo,54.21,-8.58,,3882,L2012_00,Willie Campbell -  Andrew Mullin -  Elaine Mullin -  Oisin Mullin -  Don Cotton., YES
1082,19/08/2012,2012,leatherback turtle,leatherback turtle,Youghal Harbour,Co. Waterford,51.95,-7.83,,3884,,Andrew Malcolm, NO
1083,16/08/2012,2012,leatherback turtle,leatherback turtle,Ballyteige Bay,Co. Wexford,52.2,-6.65,,3877,,Jim Hurley, NO
1084,14/08/2012,2012,fin whale,Balaenoptera physalus,Baltimore,Co. Cork,51.48,-9.37,,3876,2012_110,Padraig Whooley -  Damien Smith -  ISPCA., YES
1085,12/08/2012,2012,dolphin species,dolphin species,Saint Mac Dara's Island,Co. Galway,53.31,-9.93,,3879,2012_111,Sean Pierce, NO
1086,12/08/2012,2012,whale species,whale species,Saint Mac Dara's Island,Co. Galway,53.3,-9.92,,3880,2012_112,Sean Pierce -  Gerard Spain, NO
1087,11/08/2012,2012,leatherback turtle,leatherback turtle,Hook Head,Co. Wexford,52.13,-6.91,,3878,,Tony Murray (NPWS), NO
1088,06/08/2012,2012,harbour porpoise,Phocoena phocoena,Newcastle,Co. Down,54.21,-5.87,,3874,N.I.2012,Andy Carden, NO
1089,31/07/2012,2012,harbour porpoise,Phocoena phocoena,Sherkin Island,Co. Cork,51.47,-9.43,,3873,2012_109,Jess Richardson -  Susan Murphy Wickens., NO
1090,27/07/2012,2012,common dolphin,Delphinus delphis,Pilmore Strand Youghal,Co. Cork,51.91,-7.89,,3875,L2012_00,Danny McConville -  Anthony Foley -  Brian Hyland -  Deirdre Slevin., YES
1091,18/07/2012,2012,bottlenose dolphin,Tursiops truncatus,Seafield,Co. Clare,52.8,-9.49,,3850,2012_108,Kilrush Town Council -  Simon Berrow., NO
1092,14/07/2012,2012,harbour porpoise,Phocoena phocoena,Castletown Beach,Co. Wexford,52.7,-6.18,,3847,2012_105,Kevin Phelan, NO
1093,10/07/2012,2012,common dolphin,Delphinus delphis,Ballydehob,Co. Cork,51.55,-9.45,,3846,L2012_00,Paula Dinan, YES
1094,07/07/2012,2012,Atlantic white-sided dolphin,Lagenorhynchus acutus,Malin Beg,Co. Donegal,54.66,-8.78,,3848,2012_106,Mark Lomas, NO
1095,05/07/2012,2012,harbour porpoise,Phocoena phocoena,Blackwater,Co. Wexford,52.45,-6.31,,3844,2012_103,Niall Miller -  Deirdre Slevin, NO
1096,03/07/2012,2012,harbour porpoise,Phocoena phocoena,Dundalk Bay,Co. Louth,53.96,-6.36,,3845,2012_104,Garrett Shine, NO
1097,30/06/2012,2012,pilot whale,Globicephala melas,Keel Beach Achill Island,Co. Mayo,53.97,-10.06,,3842,2012_101,Orla Calvey -  Eamon Grennan -  Dave Wall., NO
1098,30/06/2012,2012,striped dolphin,Stenella coeruleoalba,Ballybunion,Co. Kerry,52.51,-9.68,,3843,2012_102,Barry ODonoghue, NO
1099,28/06/2012,2012,pilot whale,Globicephala melas,Youghal Bay,Co. Cork,51.94,-7.85,,3841,2012_100,Gema Hernandez-Milian -  Irish Coastguard Service -  Ger Lupton., YES
1100,24/06/2012,2012,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Dundalk Bay,Co. Louth,53.96,-6.35,,3840,L2012_00,Deirdre Murphy -  Dundalk Democrat., YES
1101,15/06/2012,2012,harbour porpoise,Phocoena phocoena,Mullaghmore,Co. Sligo,54.46,-8.45,,3838,2012_098,Don Cotton -  Jean Dunleavy -  Aoife Hegarty., NO
1102,06/06/2012,2012,harbour porpoise,Phocoena phocoena,Fanore,Co. Clare,53.12,-9.29,,3839,2012_099,Conor Ryan Vivi Bolin., NO
1103,05/06/2012,2012,minke whale,Balaenoptera acutorostrata,Clew Bay,Co. Mayo,53.8,-9.65,,3837,L2012_00,Conor Mcguire, YES
1104,03/06/2012,2012,whale species,whale species,Portnoo Gweebarra Bay,Co. Donegal,54.83,-8.51,G675983,3897,2012_125,Alan Watson, NO
1105,01/06/2012,2012,bottlenose dolphin,Tursiops truncatus,Beal Strand,Co. Kerry,52.58,-9.63,,3834,L2012_00,Joanne OBrien -  Barry ODonoghue -  Mark OBrien -  Breda -  Conor and Finbarr Breen -  Mike Joe Hennessey, YES
1106,01/06/2012,2012,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Crosshaven,Co. Cork,51.79,-8.28,,3835,2012_096,Kennedy Murphy -  Paul Tingle., NO
1107,30/05/2012,2012,harbour porpoise,Phocoena phocoena,Mullet Peninsula,Co. Mayo,54.09,-10.1,,3836,2012_097,Pia Anderwald -  John Padden -  Damien Haberlin, NO
1108,28/05/2012,2012,pilot whale,Globicephala melas,Annagh Head Mullet Peninsula,Co. Mayo,54.24,-10.1,,3833,2012_095,Dave Suddaby, NO
1109,25/05/2012,2012,bottlenose dolphin,Tursiops truncatus,Bellacragher Bay Nr. Mulranny,Co. Mayo,53.96,-9.85,,3849,2012_107,Irene OBrien (DAHG), NO
1110,21/05/2012,2012,harbour porpoise,Phocoena phocoena,Howth Head,Co. Dublin,53.39,-6.06,,3830,2012_92,Marcella Dunne -  Deirdre Slevin -  Conor Ryan -  Shauna Gillan., NO
1111,20/05/2012,2012,Atlantic white-sided dolphin,Lagenorhynchus acutus,Mullet Peninsula,Co. Mayo,54.11,-10.12,,3831,2012_093,Machiel Oudejans -  Simon Sweeney -  Cillian OMongain -  Fleur Visser., NO
1112,18/05/2012,2012,harbour porpoise,Phocoena phocoena,Sandymount,Co. Dublin,53.33,-6.21,,3828,2012_090,Irishtown Gardai -  Kate OGorman -  John Murphy -  Sarah Varian -  Tony Byrne -  Phyllis Ryan -  Stephen Boyle -  Roger Stone., NO
1113,17/05/2012,2012,bottlenose dolphin,Tursiops truncatus,Pilmore Strand Youghal,Co. Cork,51.9,-7.89,,3829,2012_091,Mark Lee -  Patrick Smiddy -  Gema Hernandez-Milian, NO
1114,11/05/2012,2012,common dolphin,Delphinus delphis,Ballyheigue,Co. Kerry,52.36,-9.84,,3826,2012_089,Barry Rogers -  Mick OConnell., NO
1115,08/05/2012,2012,pilot whale,Globicephala melas,Lecanvy Clew Bay,Co. Mayo,53.78,-9.69,,3825,2012_088,Eoin McGreal (NPWS), NO
1116,08/05/2012,2012,basking shark,basking shark,Garnish Harbour Beara,Co. Cork,0,0,,3827,,Patrick Lyne, NO
1117,05/05/2012,2012,common dolphin,Delphinus delphis,Courtmacsherry Bay,Co. Cork,51.61,-8.69,,3824,2012_087,Donal ODwyer -  Mike OFloinn., NO
1118,05/05/2012,2012,bottlenose dolphin,Tursiops truncatus,Bellacragher Bay Nr. Mulranny,Co. Mayo,53.97,-9.81,,3832,2012_094,Cameron Clotworthy -  Richard Creagh., NO
1119,26/04/2012,2012,harbour porpoise,Phocoena phocoena,Dalkey,Co. Dublin,53.29,-6.12,,3821,2012_085,Damian Gill -  Sarah Varian., NO
1120,22/04/2012,2012,common dolphin,Delphinus delphis,Camp,Co. Kerry,52.23,-9.89,,3820,2012_084,Dan Counihan -  Mike O Neill -  Valentia Coastguard., NO
1121,22/04/2012,2012,dolphin species,dolphin species,Ballybunion,Co. Kerry,52.5,-9.69,,3823,L2012_00,James OShea., YES
1122,21/04/2012,2012,sperm whale,Physeter macrocephalus ,Cross  Point Mullet,Co. Mayo,54.19,-10.09,,3822,2012_086,Harry Reilly -  Lucy Bingham-McAndrew, NO
1123,20/04/2012,2012,harbour porpoise,Phocoena phocoena,Long Strand Castlefreke,Co. Cork,51.551,-8.958,,3818,2012_082,Colin Barton (Cork Ecology) -  Padraig Whooley -  Gema Hernandez-Milian -  Tom and Nuala Middlehurst -  Hugh Janus -  Peter Jump -  , NO
1124,17/04/2012,2012,minke whale,Balaenoptera acutorostrata,Keel Beach Achill Island,Co. Mayo,53.97,-10.06,,3816,2012_080,Malin Head Coastguard -  Orla Calvey -  Irene OBrien (DAHG) -  Cameron Clotworthy., YES
1125,17/04/2012,2012,harbour porpoise,Phocoena phocoena,Gormanstown,Co. Meath,53.65,-6.22,,3817,2012_081,Paul Duane (SFPA) -  Sarah Harmon (ISS) -  Deirdre Ward -  Phyllis Ryan -  Nick Channon., NO
1126,14/04/2012,2012,striped dolphin,Stenella coeruleoalba,Mulranny Clew Bay,Co. Mayo,53.89,-9.73,,3814,2012_078,Irene OBrien (DAHG) -  Alan Stone., YES
1127,10/04/2012,2012,bottlenose dolphin,Tursiops truncatus,Aughascashla,Co. Kerry,52.23,-9.93,,3813,2012_077,Siobhan Ward -  Nick Massett -  Joanne OBrien -  Paddy ODwyer -  Brendan Kirwan, YES
1128,10/04/2012,2012,pilot whale,Globicephala melas,Rocky Bay (Carrigada Bay),Co. Cork,51.73,-8.33,,3815,2012_079,Ann Maria Brennan, NO
1129,08/04/2012,2012,common dolphin,Delphinus delphis,Smerwick Harbour,Co. Kerry,52.18,-10.41,,3811,2012_075,Nick Massett, NO
1130,08/04/2012,2012,common dolphin,Delphinus delphis,Cullenstown Beach,Co. Wexford,52.21,-6.76,,3812,2012_076,David fallon -  Deirdre Slevin, NO
1131,03/04/2012,2012,basking shark,basking shark,Doonbeg,Co. Clare,52.75,-9.52,,3809,,Steven Gill -  Simon Berrow, NO
1132,30/03/2012,2012,common dolphin,Delphinus delphis,Hook Head,Co. Wexford,52.17,-6.84,,3807,2012_073,Frank OBrien -  Deirdre Slevin, NO
1133,25/03/2012,2012,pilot whale,Globicephala melas,Liscannor Bay,Co. Clare,52.94,-9.43,,3819,2012_083,Max Halliday -  Brian & Teresa Kelly, NO
1134,20/03/2012,2012,common dolphin,Delphinus delphis,Mulranny Clew Bay,Co. Mayo,53.9,-9.78,,3806,L2012_00,Sean Fahy -  Eoin McGreal, YES
1135,19/03/2012,2012,sperm whale,Physeter macrocephalus ,Barley Cove,Co. Cork,51.47,-9.78,,3881,2012_113,Mike Dixon, NO
1136,19/03/2012,2012,common dolphin,Delphinus delphis,Kilcummin Strand Brandon Bay,Co. Kerry,52.25,-10.09,,3801,2012_068,Mick OConnell, NO
1137,19/03/2012,2012,dolphin species,dolphin species,Bere Island Bantry Bay,Co. Cork,51.62,-9.85,,3803,2012_070,Hugh Barry, NO
1138,18/03/2012,2012,striped dolphin,Stenella coeruleoalba,Stradbally Strand Brandon Bay,Co. Kerry,52.25,-10.08,,3800,2012_067,Leslie Benner -  Mick O Connell, NO
1139,18/03/2012,2012,common dolphin,Delphinus delphis,Kilcummin Strand Brandon Bay,Co. Kerry,52.25,-10.1,,3802,2012_069,Leslie Benner -  Mick O Connell, NO
1140,17/03/2012,2012,Cuvier's beaked whale,Ziphius cavirostris,Barna,Co. Galway,53.247,-9.168,,3799,2012_066,Ian and Ruth Foley -  Daragh Browne -  Tony O Callaghan -  Conor Ryan., NO
1141,16/03/2012,2012,bottlenose dolphin,Tursiops truncatus,Kilrush,Co. Clare,52.623,-9.487,,3795,2012_065,Simon Berrow and Barry McGovern, NO
1142,15/03/2012,2012,pilot whale,Globicephala melas,Garretstown,Co. Cork,51.64,-8.57,,3796,2012_062,Andy Lockington -  Steve Elliott -  Ruth Hallissey, NO
1143,15/03/2012,2012,common dolphin,Delphinus delphis,Carnsore Point,Co. Wexford,52.173,-6.36,,3798,2012_064,Liam Kennedy -  Heike Wiehagen, NO
1144,14/03/2012,2012,harbour porpoise,Phocoena phocoena,Roches Point Cork Harbour,Co. Cork,51.79,-8.25,,3804,2012_071,Frances Gallagher, NO
1145,11/03/2012,2012,common dolphin,Delphinus delphis,Cahermore Allihies Beara,Co. Cork,51.6,-10.11,,3794,2012_061,Pauliina Kauppila, NO
1146,09/03/2012,2012,dolphin species,dolphin species,Carnsore Point,Co. Wexford,52.176,-6.356,,3797,2012_063,Trish Goggins -  Sarah Harmon/Irish Seal Sanctuary -  Kevin Mc Cormick, NO
1147,08/03/2012,2012,pilot whale,Globicephala melas,Smerwick Harbour,Co. Kerry,52.18,-10.41,,3790,2012_057,Nick Massett, NO
1148,08/03/2012,2012,pilot whale,Globicephala melas,Inishbofin,Co. Galway,53.62,-10.18,,3792,2012_059,Marie Coyne, NO
1149,07/03/2012,2012,sperm whale,Physeter macrocephalus ,Inishbofin,Co. Galway,53.61,-10.18,,3793,2012_060,Marie Coyne -  Lorraine McClean -  Denis Burke, NO
1150,06/03/2012,2012,harbour porpoise,Phocoena phocoena,Inch Dingle Bay,Co. Kerry,52.13,-9.98,,3788,2012_055,Moss O Connor, NO
1151,06/03/2012,2012,harbour porpoise,Phocoena phocoena,Ballyquinn,Co. Waterford,51.97,-7.7,,3791,2012_058,Andrew Malcolm, NO
1152,05/03/2012,2012,cetacean species,cetacean species,Tramore,Co. Waterford,52.13,-7.24,,3789,2012_056,Waterford Local Radio -  Clare Scott., NO
1153,05/03/2012,2012,pilot whale,Globicephala melas,Liscannor Bay,Co. Clare,52.94,-9.38,,3810,2012_074,Edel Barry, NO
1154,04/03/2012,2012,harbour porpoise,Phocoena phocoena,Pilmore Strand Youghal,Co. Cork,51.92,-7.87,,3787,2012_054,Mark Lee -  Tom Power - Pat Smiddy., NO
1155,03/03/2012,2012,common dolphin,Delphinus delphis,Ballyteige Kilmore Quay,Co. Wexford,52.176,-6.595,,3786,2012_053,Simon Bates -  Paul Gaddron -  Jim Hurley, NO
1156,01/03/2012,2012,common dolphin,Delphinus delphis,Ballyteige Kilmore Quay,Co. Wexford,52.2,-6.64,,3805,2012_072,Tony Murray , NO
1157,29/02/2012,2012,pilot whale,Globicephala melas,Red Strand Nr. Galley Head,Co. Cork,51.546,-8.928,,3784,2012_052,John Rowland -  Denis Morley & Padraig Whooley -  IWDG, NO
1158,28/02/2012,2012,harbour porpoise,Phocoena phocoena,Fanore,Co. Clare,53.12,-9.29,,3785,2012_051,Brid Marrinan (Clare Co. Co.) -  Jamie Storer., NO
1159,26/02/2012,2012,pilot whale,Globicephala melas,Golam Head Nr. Lettermullan,Co. Galway,53.227,-9.756,,3780,2012_047,Padraic de Bhaldraithe, NO
1160,26/02/2012,2012,common dolphin,Delphinus delphis,Golam Head Nr. Lettermullan,Co. Galway,53.227,-9.757,,3781,2012_048,Padraic de Bhaldraithe, NO
1161,25/02/2012,2012,white-beaked dolphin,Lagenorhynchus albirostris,St. John's Point,Co. Donegal,54.63,-8.39,,3783,2012_050,Brian Cannon, NO
1162,24/02/2012,2012,common dolphin,Delphinus delphis,Waterville,Co. Kerry,51.83,-10.18,,3778,2012_045,Rosemary Hill, NO
1163,24/02/2012,2012,pilot whale,Globicephala melas,White Strand Miltown Malbay,Co. Clare,52.87,-9.43,,3779,2012_046,Matteo Petitti -  Simon Berrow, NO
1164,23/02/2012,2012,common dolphin,Delphinus delphis,Tramore,Co. Waterford,52.156,-7.136,,3782,2012_049,Andrew Harrington -  Johnny Woodlock, NO
1165,19/02/2012,2012,pilot whale,Globicephala melas,Ballyheigue,Co. Kerry,52.38,-9.83,,3776,2012_043,Sinead Hussey -  Joshua and Eli McGuire -  Martina Walsh, NO
1166,19/02/2012,2012,pilot whale,Globicephala melas,Ballybunion,Co. Kerry,52.5,-9.68,,3777,2012_044,Mike Enright -  Micheal Parkes -  Fiona Lanigan -  Joanne O Brien -  Barry O Donoghue -  -  Rena Blake -  Lisa Fingleton -  Kieran Roughan -  Andres Moreno., NO
1167,14/02/2012,2012,bottlenose dolphin,Tursiops truncatus,Ballyheigue,Co. Kerry,52.37,-9.83,,3769,2012_036,The Hussey Family -  Susan and Thomas Browne -  Brendan Kirwan., NO
1168,14/02/2012,2012,pilot whale,Globicephala melas,Inishgort,Co. Galway,53.83,-9.67,,3772,2012_039,Dermot Breen (NPWS) -  Alyn Walsh, NO
