#,Event Date,Year ,Species,Name.Current.Sci,Location,County/Region,GPS Lat,GPS Long,GridRef,Record ID,Stranding ID,Observer,Live Stranding
1737,22/01/2008,2008,pilot whale,Globicephala melas,Garretstown,Co. Cork,51.643,-8.583,,3139,2008_013,Emer Rogan, YES
1738,22/01/2008,2008,striped dolphin,Stenella coeruleoalba,Inverin,Co. Galway,53.23,-9.44,,3144,2008_014,Nick Pfeiffer -  Michael McDonagh., NO
1739,21/01/2008,2008,pilot whale,Globicephala melas,Ballyheigue,Co. Kerry,52.37,-9.84,,3136,2008_010,Liam O'Connor and Tom O'Shea (Kerry Co. Co.), NO
1740,21/01/2008,2008,common dolphin,Delphinus delphis,Ballyteige Kilmore Quay,Co. Wexford,52.186,-6.61,,3138,2008_011,Jim Hurley, NO
1741,21/01/2008,2008,beaked whale species,beaked whale species,Sherkin Island,Co. Cork,51.454,-9.427,,3154,2008_012,Robbie Murphy, NO
1742,13/01/2008,2008,harbour porpoise,Phocoena phocoena,White Strand Miltown Malbay,Co. Clare,52.868,-9.428,,3132,2008_005,Simon Berrow and Jim Martin, NO
1743,13/01/2008,2008,harbour porpoise,Phocoena phocoena,Ventry,Co. Kerry,52.13,-10.37,,3133,2008_006,Dingle Oceanworld -  Nick Massett -  Manuela dei Grandi -  Sara Millar., NO
1744,13/01/2008,2008,fin whale,Balaenoptera physalus,Bere Island Bantry Bay,Co. Cork,51.633,-9.8,,3134,2008_007,John Walsh -  Maurice Nelligan, NO
1745,13/01/2008,2008,dolphin species,dolphin species,Garrarus Strand Nr. Tramore,Co. Waterford,52.136,-7.177,,3135,2008_008,Robert Power, NO
1746,13/01/2008,2008,pilot whale,Globicephala melas,Lough Donnell,Co. Clare,52.78,-9.48,,3140,2008_009,Simon Berrow, NO
1747,08/01/2008,2008,loggerhead turtle,loggerhead turtle,Kilmore Quay,Co. Wexford,52.18,-6.53,,3130,2008_004,Tony Murray (NPWS), NO
1748,06/01/2008,2008,striped dolphin,Stenella coeruleoalba,Inchydoney,Co. Cork,51.595,-8.866,,3128,2008_003,Liz Short -  A. Whitaker -  A. Kavanagh -  E. Rogan., NO
1749,02/01/2008,2008,harbour porpoise,Phocoena phocoena,Streedagh Beach,Co. Sligo,54.398,-8.57,,3125,2008_002,Lorna Dixon -  Kevin Murray -  Padraig Mc Sharry -  Don Cotton -  Kevin Deering., NO
1750,01/01/2008,2008,whale species,whale species,Fanad Head,Co. Donegal,55.2564,-7.7587,,3131,2008_001,Wilton Farrelly -  Ciaran O'Keeffe., NO
1751,28/12/2007,2007,fin whale,Balaenoptera physalus,Roundstone Bay,Co. Galway,53.406,-9.91,,3117,2007_145,Nicholas Griffin -  Conall Hawkins -  Martin O'Malley -  Rob Holloway(NPWS) -  Rita Gately., YES
1752,28/12/2007,2007,fin whale,Balaenoptera physalus,St. Finan's Bay Ballinskelligs,Co. Kerry,51.846,-10.358,,3121,2007_146,Derry Doyle -  Michael Herrmann -  Jana Kunze -  Joanna Galvin., YES
1753,28/12/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,St. Finan's Bay Ballinskelligs,Co. Kerry,51.846,-10.34,,3124,2007_147,Declan Sullivan, NO
1754,28/12/2007,2007,pilot whale,Globicephala melas,Achill Island,Co. Mayo,54.01,-9.99,,3142,2007_148,Liam Naidoo, NO
1755,27/12/2007,2007,harbour porpoise,Phocoena phocoena,Dingle Harbour,Co. Kerry,52.137,-10.05,,3122,2007_144,Patricia Scully -  Nick Massett., NO
1756,26/12/2007,2007,pilot whale,Globicephala melas,Kilmore Quay,Co. Wexford,52.18,-6.6,,3119,2007_142,Eilis Ryan -  Kathy French -  Jim Hurley., NO
1757,26/12/2007,2007,harbour porpoise,Phocoena phocoena,Garnish Harbour Beara,Co. Cork,51.62,-10.13,,3120,2007_143,Sue Money, NO
1758,23/12/2007,2007,pilot whale,Globicephala melas,Youghal Bay,Co. Cork,51.95,-7.83,,3137,2007_141,Tom Power, NO
1759,21/12/2007,2007,bottlenose dolphin,Tursiops truncatus,Ventry,Co. Kerry,52.126,-10.372,,3116,2007_139,David Chippendale -  Kevin Flannery., NO
1760,21/12/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Newcastle,Co. Down,54.23,-5.84,,3123,2007_140,Anne McComb, NO
1761,18/12/2007,2007,common dolphin,Delphinus delphis,Ballinesker,Co. Wexford,52.41,-6.35,,3114,2007_137,Mac -  Tony Murray (NPWS) -  Paddy O'Sullivan (NPWS), NO
1762,18/12/2007,2007,bottlenose dolphin,Tursiops truncatus,Clew Bay,Co. Mayo,53.82,-9.65,,3129,2007_138,Rhoda Twombly -  Joe Gibbons -  Shay Fennelly., NO
1763,16/12/2007,2007,common dolphin,Delphinus delphis,Ballytrent Beach Rosslare,Co. Wexford,52.216,-6.34,,3115,2007_136,David Shannon -  Tony Murray (NPWS), NO
1764,15/12/2007,2007,bottlenose dolphin,Tursiops truncatus,Sheephaven Bay,Co. Donegal,55.187,-7.95,,3113,2007_135,Frank Storrs -  Richard Harshaw -  Robin Law, YES
1765,12/12/2007,2007,whale species,whale species,Lettermullen,Co. Galway,53.237,-9.746,,3111,2007_134,Martin Mannion/Galway Co. Co. -  Padraic de Bhaldraithe, NO
1766,10/12/2007,2007,common dolphin,Delphinus delphis,Broadhaven Bay,Co. Mayo,54.23,-9.89,,3109,2007_132,John Carey -  Mayo Gardai., YES
1767,10/12/2007,2007,harbour porpoise,Phocoena phocoena,Dinish Island Bear Haven,Co. Cork,51.646,-9.9,,3112,2007_133,Clare Heardman (NPWS), NO
1768,09/12/2007,2007,basking shark,basking shark,Louth,Irish Sea,53.76,-6.24,,3110,2007_131,Maureen Byrne -  Gordon Hatch., NO
1769,08/12/2007,2007,common dolphin,Delphinus delphis,Kilmore Quay,Co. Wexford,52.174,-6.558,,3108,2007_130,Jim Hurley, NO
1770,06/12/2007,2007,common dolphin,Delphinus delphis,Louisburgh,Co. Mayo,53.76,-9.905,,3106,2007_128,Barry Gaffney -  Tom Fabey, YES
1771,06/12/2007,2007,harbour porpoise,Phocoena phocoena,Carnsore Point,Co. Wexford,52.175,-6.367,,3107,2007_129,Tony Murray (NPWS), NO
1772,05/12/2007,2007,striped dolphin,Stenella coeruleoalba,Galway Bay,Co. Galway,53.266,-9.048,,3105,2007_127,Galway Gardai -  Sabine Springer -  K. Sweeney -  Maeve Murray -  Rita Galey -  Galway Atlantiquaria., YES
1773,02/12/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Smerwick Harbour,Co. Kerry,52.176,-10.37,,3118,2007_126,Carlsen Cloney -  Sara Millar., NO
1774,28/11/2007,2007,harbour porpoise,Phocoena phocoena,Ventry,Co. Kerry,52.127,-10.368,,3101,2007_125,Nick Massett, NO
1775,25/11/2007,2007,harbour porpoise,Phocoena phocoena,Ballybunion,Co. Kerry,52.514,-9.676,,3103,2007_124,Mike Flahive -  Mick O'Connell, NO
1776,24/11/2007,2007,common or striped dolphin,common or Stenella coeruleoalba,Ardamine Bay Courtown,Co. Wexford,52.65,-6.22,,3102,2007_123,Gavin O'Se, NO
1777,13/11/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Ballyheigue,Co. Kerry,52.37,-9.84,,3099,2007_122,Fergal Hatton, NO
1778,10/11/2007,2007,common or striped dolphin,common or Stenella coeruleoalba,Dog's Bay Nr. Roundstone,Co. Galway,53.38,-9.97,,3097,2007_120,Dr. Zoe Popper, NO
1779,10/11/2007,2007,whale species,whale species,Sherkin Island,Co. Cork,51.466,-9.4,,3098,2007_121,Robbie Murphy, NO
1780,31/10/2007,2007,harbour porpoise,Phocoena phocoena,Tramore,Co. Waterford,52.157,-7.14,,3093,2007_119,Betty Twomey, NO
1781,29/10/2007,2007,common dolphin,Delphinus delphis,Waterville,Co. Kerry,51.83,-10.196,,3094,2007_117,Rosemary Hill, NO
1782,29/10/2007,2007,pilot whale,Globicephala melas,Castlegregory,Co. Kerry,52.306,-10.02,,3095,2007_118,Christian Brene -  Paul Gordon., NO
1783,27/10/2007,2007,pilot whale,Globicephala melas,Sligo Bay,Co. Sligo,54.35,-8.67,,3091,2007_115,Don Cotton -  Richard Nairn, NO
1784,27/10/2007,2007,harbour porpoise,Phocoena phocoena,Tullaghan Leitrim,Northwest Region,54.471,-8.334,,3096,2007_116,Bundoran Surf Company -  Willie Britton -  Mick O'Connell, YES
1785,24/10/2007,2007,common dolphin,Delphinus delphis,Red Barn Strand Youghal bay,Co. Cork,51.92,-7.87,,3090,2007_114,Pat Smiddy -  Emer Rogan, NO
1786,21/10/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Carnlough,Co. Antrim,54.99,-5.99,,3088,2007_113,Lindsey Carmichael, NO
1787,19/10/2007,2007,common dolphin,Delphinus delphis,Ballinskelligs,Co. Kerry,51.81,-10.27,,3087,2007_111,John Lyne -  Rosemary Hill, YES
1788,19/10/2007,2007,harbour porpoise,Phocoena phocoena,Ventry,Co. Kerry,52.13,-10.366,,3089,2007_112,Nick Massett, NO
1789,16/10/2007,2007,harbour porpoise,Phocoena phocoena,Brittas Bay,Co. Wicklow,52.87,-6.06,,3086,2007_110,Orla Gallagher -  Paul Richards, NO
1790,13/10/2007,2007,harbour porpoise,Phocoena phocoena,Dundrum Bay,Co. Down,54.23,-5.85,,3127,2007_109,Anne McComb, NO
1791,01/10/2007,2007,Risso's dolphin,Grampus griseus,Tinnaberna,Co. Wexford,52.54,-6.21,,3083,2007_107,Linda and Jimmy Powell -  Mac -  Noel Good., NO
1792,01/10/2007,2007,cetacean species,cetacean species,Ballyconneely,Co. Galway,53.41,-10.08,,3141,2007_108,Rob Holloway (NPWS), NO
1793,30/09/2007,2007,whale species,whale species,Mullaghmore,Co. Sligo,54.43,-8.48,,3084,2007_106,Don Cotton -  Jean Dunleavy, NO
1794,29/09/2007,2007,common or striped dolphin,common or Stenella coeruleoalba,Waterville,Co. Kerry,51.84,-10.2,,3081,2007_105,Rosemary Hill, NO
1795,22/09/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Galway Bay,Co. Galway,53.19,-8.99,,3082,2007_104,Micheline Sheehy-Skeffington -  Sabine Springer, NO
1796,16/09/2007,2007,striped dolphin,Stenella coeruleoalba,Tramore,Co. Waterford,51.94,-7.83,,3080,2007_103,Andrew Malcolm, YES
1797,14/09/2007,2007,whale species,whale species,Clifden Bay,Co. Galway,53.508,-10.151,,3079,2007_102,John Towler -  Dorothy Cross, NO
1798,11/09/2007,2007,common dolphin,Delphinus delphis,Fermoyle,Co. Kerry,52.245,-10.124,,3077,2007_101,Kate O'Dwyer -  Mick O'Connell, NO
1799,09/09/2007,2007,common dolphin,Delphinus delphis,Dingle Bay,Co. Kerry,51.97,-10.27,,3073,2007_100,Gerry Enright, NO
1800,08/09/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Rosses Bay,Co. Donegal,55.01,-8.41,,3072,2007_099,John Rafferty -  Tony Boyle, YES
1801,06/09/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Kinvara Bay,Co. Galway,53.16,-8.96,,3075,2007_098,Karen Weeks -  Brendan Dunphy -  Sabine Springer, YES
1802,05/09/2007,2007,harbour porpoise,Phocoena phocoena,Oranmore Galway Bay,Co. Galway,53.24,-8.99,,3076,2007_096,Stephen Comerford -  Joanne O'Brien, NO
1803,05/09/2007,2007,bottlenose dolphin,Tursiops truncatus,Trawalua Strand,Co. Sligo,54.44,-8.47,,3100,2007_097,Don Cotton -  Jean Dunleavy -  Edel Costello, NO
1804,04/09/2007,2007,common dolphin,Delphinus delphis,Fermoyle,Co. Kerry,52.24,-10.12,,3067,2007_094,Kevin Flannery/Dingle Oceanworld, NO
1805,04/09/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Castlegregory,Co. Kerry,52.31,-10.02,,3071,2007_095,Christian Brene, NO
1806,03/09/2007,2007,common dolphin,Delphinus delphis,Stradbally Strand Brandon Bay,Co. Kerry,52.25,-10.07,,3066,2007_093,Kate O'Dwyer, NO
1807,28/08/2007,2007,minke whale,Balaenoptera acutorostrata,Union Hall,Co. Cork,51.45,-9.09,,3065,2007_092,Nic Slocum, NO
1808,23/08/2007,2007,harbour porpoise,Phocoena phocoena,Portrush,Co. Antrim,55.21,-6.65,,3070,2007_091,Richard Stevens, NO
1809,22/08/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Sheephaven Bay,Co. Donegal,55.17,-7.83,,3063,2007_090,Sabina -  Irish Seal Sanctuary, YES
1810,21/08/2007,2007,pilot whale,Globicephala melas,Cloghane,Co. Kerry,52.25,-10.157,,3061,2007_089,Lila and Ben Fenton -  Dingle Oceanworld -  Kevin Flannery., NO
1811,20/08/2007,2007,common dolphin,Delphinus delphis,Louisburgh,Co. Mayo,53.78,-9.76,,3059,2007_087,Shay Fennelly -  Eoin McGreal (NPWS), YES
1812,20/08/2007,2007,common dolphin,Delphinus delphis,Tralee Bay,Co. Kerry,52.31,-9.86,,3062,2007_088,Tralee Golf Club -  Martin Gill -  Erin O'Connell, NO
1813,19/08/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Castlegregory,Co. Kerry,52.27,-10.02,,3057,2007_086,Waterworld -  Jamie Knox Watersports, YES
1814,17/08/2007,2007,striped dolphin,Stenella coeruleoalba,Sheephaven Bay,Co. Donegal,55.174,-7.89,,3058,2007_085,Andrew Speer (NPWS), NO
1815,15/08/2007,2007,white-beaked dolphin,Lagenorhynchus albirostris,,,54.48,-8.28,,3055,2007_083,Martin Granaghan -  Donegal Fire Service -  Joe McNulty (Donegal Co. Co.), YES
1816,15/08/2007,2007,pilot whale,Globicephala melas,Fanad Head,Co. Donegal,55.27,-7.66,,3060,2007_084,John McAteer/Tirconaill Tribune, YES
1817,12/08/2007,2007,common dolphin,Delphinus delphis,Omey Island,Co. Galway,53.53,-10.18,,3054,2007_082,David Lee, NO
1818,03/08/2007,2007,pilot whale,Globicephala melas,Glengad,Co. Mayo,54.3,-9.84,,3053,2007_080,John Plummer -  Caoimhe Kerins, NO
1819,03/08/2007,2007,harbour porpoise,Phocoena phocoena,Lahinch,Co. Clare,52.92,-9.35,,3064,2007_081,Joanne O'Brien, NO
1820,31/07/2007,2007,harbour porpoise,Phocoena phocoena,Inch Strand Nr. Power Head,Co. Cork,51.793,-8.18,,3052,2007_079,Darragh Musgrave -  Robert Murphy, NO
1821,28/07/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Inch Dingle Bay,Co. Kerry,52.13,-9.97,,3051,2007_078,Inch Lifeguards -  Carlsen Cloney -  Mick O'Connell, NO
1822,10/07/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Sheephaven Bay,Co. Donegal,55.19,-7.83,,3050,2007_077,Richard Robinson -  Andrew Speer -  Gary Moore -  Patricia Conlon -  Nadine Lynch -  Michael Bassett -  Martin Fleming, YES
1823,07/07/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Downhill Strand,Co. Derry,55.17,-6.83,,3049,2007_076,Jim Allen -  Mervyn Guthrie, YES
1824,06/07/2007,2007,basking shark,basking shark,Cloghane,Co. Kerry,52.24,-10.15,,3047,2007_074,Geraldine Pring -  Manuela dei Grandi, NO
1825,06/07/2007,2007,cetacean species,cetacean species,Sheephaven Bay,Co. Donegal,55.167,-7.83,,3048,2007_075,Pete Smith, YES
1826,03/07/2007,2007,basking shark,basking shark,Brandon Bay,Co. Kerry,52.292,-10.035,,3046,2007_073,Oran Cullinane/Jamie Knox -  Christian Brene, NO
1827,25/06/2007,2007,harbour porpoise,Phocoena phocoena,Curran Strand Portrush,Co. Antrim,52.2,-6.617,,3045,2007_072,Helen White, NO
1828,24/06/2007,2007,harbour porpoise,Phocoena phocoena,Howth Head,Co. Dublin,53.3659,-6.0928,,3044,2007_071,Damien Coady & Dave Wall, NO
1829,17/06/2007,2007,pilot whale,Globicephala melas,Clew Bay,Co. Mayo,53.895,-9.713,,3056,2007_070,Liam Naidoo, NO
1830,13/06/2007,2007,harbour porpoise,Phocoena phocoena,Ventry,Co. Kerry,52.13,-10.36,,3043,2007_069,Nick Massett, NO
1831,01/06/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Benone Strand,Co. Derry,55.17,-6.885,,3042,2007_068,Richard Gillen -  Patrick Dennison, NO
1832,29/05/2007,2007,pilot whale,Globicephala melas,Waterville,Co. Kerry,51.788,-10.18,,3039,2007_066,Rosemary Hill, NO
1833,29/05/2007,2007,common dolphin,Delphinus delphis,Waterville,Co. Kerry,51.786,-10.18,,3041,2007_067,Rosemary Hill, NO
1834,27/05/2007,2007,harbour porpoise,Phocoena phocoena,Inishowen Peninsula,Co. Donegal,55.26,-7,,3037,2007_065,Emmett Johnston (NPWS), NO
1835,18/05/2007,2007,harbour porpoise,Phocoena phocoena,Sherkin Island,Co. Cork,51.48,-9.415,,3147,2007_064,Sherkin Island Marine Station, NO
1836,16/05/2007,2007,common dolphin,Delphinus delphis,Courtmacsherry Bay,Co. Cork,51.6448,-8.747,,3034,2007_062,Fran Wolstenholme -  Rob Howe -  Padraig Whooley., YES
1837,16/05/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Maharees,Co. Kerry,52.3,-10.04,,3038,2007_063,Bob Kingl / Waterworld Dive Centre, YES
1838,15/05/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Cloghane,Co. Kerry,52.244,-10.16,,3033,2007_061,Fiona and Jaz Woods -  Thomas Fitzgerald -  Dingle Oceanworld, YES
1839,08/05/2007,2007,common dolphin,Delphinus delphis,New Quay,Co. Clare,53.156,-9.076,,3030,2007_060,Fergal Langly to James Allison (DCMNR) -  visited by Joanne O'Brien (GMIT), NO
1840,06/05/2007,2007,common dolphin,Delphinus delphis,Mullet Peninsula,Co. Mayo,54.12,-10.086,,3029,2007_059,Irene O'Brien (NPWS), YES
1841,03/05/2007,2007,striped dolphin,Stenella coeruleoalba,Raghly Point,Co. Sligo,54.32,-8.65,,3069,2007_058,Don Cotton & Jean Dunleavy, NO
1842,02/05/2007,2007,striped dolphin,Stenella coeruleoalba,Ardnahinch,Co. Cork,51.847,-8.01,,3032,2007_057,Pat Smiddy (NPWS), NO
1843,01/05/2007,2007,harbour porpoise,Phocoena phocoena,Smerwick Harbour,Co. Kerry,52.18,-10.4,,3035,2007_056,Jill Crosher, NO
1844,29/04/2007,2007,pilot whale,Globicephala melas,Roaringwater Bay,Co. Cork,51.51,-9.5,,3027,2007_055,Declan O'Donnell (NPWS) -  Jim Brindley, NO
1845,28/04/2007,2007,harbour porpoise,Phocoena phocoena,Wicklow Head,Co. Wicklow,52.94,-6.017,,3261,2007_054,Eamonn Nolan, NO
1846,27/04/2007,2007,basking shark,basking shark,Brandon Bay,Co. Kerry,52.245,-10.11,,3025,2007_053,Alan Barrett, NO
1847,26/04/2007,2007,sperm whale,Physeter macrocephalus ,Magheroarty,Co. Donegal,55.16,-8.11,,3026,2007_051,Robbie Millar (NPWS), YES
1848,26/04/2007,2007,common dolphin,Delphinus delphis,Kilcoole,Co. Wicklow,53.104,-6.04,,3028,2007_052,Niall and Noel Keogh, NO
1849,16/04/2007,2007,common dolphin,Delphinus delphis,Ferriters Cove Sybil Head,Co. Kerry,52.172,-10.443,,3021,2007_050,Aideen McConville, NO
1850,15/04/2007,2007,harbour porpoise,Phocoena phocoena,Sandymount,Co. Dublin,53.33,-6.2,,3019,2007_049,M.M. -  Eugene Archer -  Phyllis Ryan, NO
1851,13/04/2007,2007,common dolphin,Delphinus delphis,Oranmore Galway Bay,Co. Galway,53.245,-8.963,,3023,2007_048,Clare Murray -  Frank Flanagan -  Joanne O'Brien, NO
1852,05/04/2007,2007,harbour porpoise,Phocoena phocoena,Doolin,Co. Clare,53.03,-9.412,,3020,2007_047,Ken O'Sullivan, NO
1853,03/04/2007,2007,harbour porpoise,Phocoena phocoena,Ballyvaughan Bay,Co. Clare,53.14,-9.12,,3022,2007_046,Pat Molloy -  Sue Clarke, NO
1854,28/03/2007,2007,common dolphin,Delphinus delphis,Smerwick Harbour,Co. Kerry,52.18,-10.38,,3018,2007_045,Rob Christiaanse, NO
1855,25/03/2007,2007,white-beaked dolphin,Lagenorhynchus albirostris,Runkerry Point,Co. Antrim,55.22,-6.532,,3016,2007_044,Keith Fitsimmons -  Gary Burrows, NO
1856,22/03/2007,2007,sperm whale,Physeter macrocephalus ,Roonagh Point Clew bay,Co. Mayo,53.757,-9.907,,3017,2007_043,Peter and Ann Osborne -  Eoin McGreal (NPWS), NO
1857,19/03/2007,2007,pilot whale,Globicephala melas,Quilty,Co. Clare,52.81,-9.48,,3012,2007_042,Simon Berrow, NO
1858,18/03/2007,2007,bottlenose dolphin,Tursiops truncatus,Portnablagh Sheephaven Bay,Co. Donegal,55.18,-7.93,,3015,2007_041,Elizabeth McKenna, NO
1859,17/03/2007,2007,striped dolphin,Stenella coeruleoalba,Ballybunion,Co. Kerry,52.51,-9.682,,3011,2007_040,Ballybunion Sea and Cliff Rescue, YES
1860,15/03/2007,2007,common dolphin,Delphinus delphis,Inch Dingle Bay,Co. Kerry,52.141,-9.988,,3008,2007_038,Kate Moyna, NO
1861,15/03/2007,2007,common or striped dolphin,common or Stenella coeruleoalba,Carnsore Point,Co. Wexford,52.176,-6.378,,3009,2007_039,Paul Parr -  Tony Murray (NPWS), NO
1862,14/03/2007,2007,common dolphin,Delphinus delphis,Inch Dingle Bay,Co. Kerry,52.14,-9.98,,3004,2007_036,Kate Moyna, NO
1863,14/03/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Dog's Bay Nr. Roundstone,Co. Galway,53.378,-9.966,,3031,2007_037,Robert Holloway (NPWS), NO
1864,12/03/2007,2007,common dolphin,Delphinus delphis,Sruhir Strand Roonah,Co. Mayo,53.72,-9.905,,3003,2007_035,Eoin McGreal (NPWS), NO
1865,11/03/2007,2007,bottlenose dolphin,Tursiops truncatus,Waterville,Co. Kerry,51.837,-10.198,,3005,2007_034,Rosemary Hill, NO
1866,07/03/2007,2007,harbour porpoise,Phocoena phocoena,Chour Beach,Co. Wexford,52.18,-6.4,,3001,2007_033,Tony Murray (NPWS), NO
1867,03/03/2007,2007,harbour porpoise,Phocoena phocoena,Sandycove,Co. Dublin,53.29,-6.12,,2995,2007_031,Dave Wall -  Nick Channon -  Phyllis Ryan -  Orla McGovern, NO
1868,03/03/2007,2007,pilot whale,Globicephala melas,Brandon Bay,Co. Kerry,52.3,-10.04,,3002,2007_032,Sheena Fennell, NO
1869,02/03/2007,2007,common dolphin,Delphinus delphis,Annestown,Co. Waterford,52.14,-7.29,,2998,2007_029,Andrew Malcolm, NO
1870,02/03/2007,2007,Cuvier's beaked whale,Ziphius cavirostris,Killary Harbour,Co. Galway,53.61,-9.9,,3000,2007_030,Dorothy Cross, NO
1871,01/03/2007,2007,common dolphin,Delphinus delphis,Kilmore Quay,Co. Wexford,52.18,-6.6,,2996,2007_028,Mac -  Tony Murray (NPWS), NO
1872,26/02/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Lecanvy Clew Bay,Co. Mayo,53.79,-9.68,,2993,2007_027,Lorraine Shelley, NO
1873,25/02/2007,2007,harbour porpoise,Phocoena phocoena,Wicklow,Irish Sea,52.92,-6.02,,2992,2007_026,Bobby Harnett, NO
1874,20/02/2007,2007,harbour porpoise,Phocoena phocoena,Ownahincha,Co. Cork,51.5654,-8.9937,,2981,2007_025,John Headlam, NO
1875,19/02/2007,2007,common dolphin,Delphinus delphis,Cromane,Co. Kerry,52.12,-9.9,,2977,2007_024,Kevin Flannery -  Emer Rogan -  Mick O'Connell, YES
1876,18/02/2007,2007,common or striped dolphin,common or Stenella coeruleoalba,Sherkin Island,Co. Cork,51.483,-9.414,,3104,2007_023,Robbie Murphy, NO
1877,18/02/2007,2007,harbour porpoise,Phocoena phocoena,Brittas Bay,Co. Wicklow,52.88,-6.05,,2976,2007_022,Alon Bader, NO
1878,15/02/2007,2007,common dolphin,Delphinus delphis,Barley Cove,Co. Cork,51.47,-9.77,,2999,2007_021,Rose Golding, NO
1879,12/02/2007,2007,cetacean species,cetacean species,Carnsore Point,Co. Wexford,52.18,-6.35,,2997,2007_020,Tony Murray (NPWS), NO
1880,11/02/2007,2007,common dolphin,Delphinus delphis,Long Strand Castlefreke,Co. Cork,51.56,-8.95,,2945,2007_019,Claire Pollock & Colin Barton -  Cork Ecology, NO
1881,07/02/2007,2007,common dolphin,Delphinus delphis,Ardmore Bay,Co. Waterford,51.95,-7.717,,2944,2007_018,John King, NO
1882,29/01/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Cahore Point,Co. Wexford,52.54,-6.2,,2943,2007_017,Eugene Brennan, NO
1883,26/01/2007,2007,common dolphin,Delphinus delphis,Belfast Lough,Co. Down,54.66,-5.8005,,2938,2007_016,Marcus Potts, NO
1884,24/01/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Falcarragh,Co. Donegal,55.151,-8.131,,2937,2007_014,Imelda Gallagher -  Sandy Alcorn, YES
1885,24/01/2007,2007,bottlenose dolphin,Tursiops truncatus,Curran Strand Portrush,Co. Antrim,55.206,-6.643,,2939,2007_015,Jim Allen, NO
1886,23/01/2007,2007,dolphin species possibly harbour porpoise,dolphin species possibly Phocoena phocoena,Cahore Point,Co. Wexford,52.55,-6.2,,2942,2007_013,Eugene Brennan, NO
1887,15/01/2007,2007,harbour porpoise,Phocoena phocoena,Kilmore Quay,Co. Wexford,52.173,-6.59,,2935,2007_012,Tony Murray (NPWS), NO
1888,14/01/2007,2007,common dolphin,Delphinus delphis,Kilmore Quay,Co. Wexford,52.187,-6.509,,2936,2007_011,Kevin McCormick -  Tony Murray (NPWS), NO
1889,13/01/2007,2007,common dolphin,Delphinus delphis,Dooagh Achill Island,Co. Mayo,53.972,-10.129,,3068,2007_010,John O Shea, NO
1890,11/01/2007,2007,harbour porpoise,Phocoena phocoena,Buncrana Lough Swilly,Co. Donegal,55.13,-7.47,,2933,2007_009,Emmett Johnston, NO
1891,10/01/2007,2007,cetacean species,cetacean species,Kilmore Quay,Co. Wexford,52.175,-6.596,,2934,2007_008,Niall Durnan -  Jim Hurley, NO
1892,07/01/2007,2007,common dolphin,Delphinus delphis,Salthill,Co. Galway,53.26,-9.07,,2932,2007_007,Kate Keady-Walsh -  Joanne O'Brien, NO
1893,05/01/2007,2007,striped dolphin,Stenella coeruleoalba,Roundstone Bay,Co. Galway,53.37,-9.96,,2941,2007_006,Robert Holloway (NPWS), NO
1894,03/01/2007,2007,Atlantic white-sided dolphin,Lagenorhynchus acutus,Buncrana Lough Swilly,Co. Donegal,55.13,-7.47,,2928,2007_005,Paddy McCrossan/Inishowen Wildlife Club -  Andrew Speer (NPWS), YES
1895,02/01/2007,2007,common dolphin,Delphinus delphis,Smerwick Harbour,Co. Kerry,52.215,-10.35,,2923,2007_001,Brian and Sara Millar, NO
1896,02/01/2007,2007,common or striped dolphin,common or Stenella coeruleoalba,Mullet Peninsula,Co. Mayo,54.205,-10.086,,2924,2007_002,Irene O'Brien (NPWS), NO
1897,02/01/2007,2007,bottlenose dolphin,Tursiops truncatus,Inis Meain Aran Islands,Co. Galway,53.1005,-9.5781,,2926,2007_003,Fergal Waldron, NO
1898,02/01/2007,2007,common dolphin,Delphinus delphis,Achill Island,Co. Mayo,54,-9.98,,2927,2007_004,Lee McDaid (NPWS), NO
1899,31/12/2006,2006,harbour porpoise,Phocoena phocoena,Laytown Beach,Co. Meath,53.68,-6.232,,2922,2006_151,David Conroy, NO
